N,cor_xm,rel,gamma_xm,method,coverage_std,coverage_usd,outlier_se,power_lrt,power_std,power_usd,raw_bias,raw_rse_bias,rmse,std_bias,stdMed_bias,stdMed_rse_bias,trim_bias,trim_rse_bias,type1_lrt,type1_std,type1_usd,N_lab,gammaint_lab,cor_xm_lab,rel_lab
250,0.6,0.9,0,upi,0.95,0.9475,1.15,0.05249999999999999,0.050000000000000044,0.05249999999999999,3.686511346281382e-4,-0.010788687692119714,0.05265007715578965,0.007000331532038136,-0.002078773629209979,-0.010616872813714484,2.810033852781477e-4,-0.019417614475847667,0.0525,0.05,0.0525,italic(N) == 250,\beta_{xm} == 0,corr[XM] == 0.6,rho == 0.9
500,0,0.7,0,mmr,0.954,0.955,0.25,0.04500000000000004,0.04600000000000004,0.04500000000000004,-0.0011611298371312485,0.02266350067566525,0.0408525683888149,-0.028426821912032767,-0.0034480156221317446,0.005522967040866744,-7.184376843616327e-4,0.0231027530098733,0.045,0.046,0.045,italic(N) == 500,\beta_{xm} == 0,corr[XM] == 0,rho == 0.7
500,0,0.7,0,rapi,0.966,0.9635,2,0.03649999999999998,0.03400000000000003,0.03649999999999998,-6.763279883243273e-4,0.02475360443024499,0.06353442992837875,-0.010643004107770426,0.005076068900819356,0.027520744284941445,2.026385326283266e-4,0.007130924072013434,0.0365,0.034,0.0365,italic(N) == 500,\beta_{xm} == 0,corr[XM] == 0,rho == 0.7
500,0,0.7,0,tspa,0.957,0.9555,1.9,0.044499999999999984,0.04300000000000004,0.044499999999999984,-6.340920517058981e-4,0.01770334800191553,0.06160307889711293,-0.010291159231451364,0.017910668688571225,0.04397799133378899,3.3634754324721996e-4,0.0034518241594629906,0.0445,0.043,0.0445,italic(N) == 500,\beta_{xm} == 0,corr[XM] == 0,rho == 0.7
500,0,0.7,0,upi,0.9665,0.9595,0.8500000000000001,0.04049999999999998,0.033499999999999974,0.04049999999999998,-0.001056762635683334,-0.037289618116269296,0.07100797610020504,-0.014880235823384718,-0.006839719356266625,0.050067559003821316,-8.61193091243074e-4,-0.05294953018176318,0.0405,0.0335,0.0405,italic(N) == 500,\beta_{xm} == 0,corr[XM] == 0,rho == 0.7
500,0,0.8,0,mmr,0.952,0.9525,0.35000000000000003,0.04749999999999999,0.04800000000000004,0.04749999999999999,-0.0014526353793474335,0.012419869414587836,0.040891424284262644,-0.035537754679508995,-0.008446995444104802,0.026739362965000346,-6.594144063982781e-4,0.01252402931827934,0.0475,0.048,0.0475,italic(N) == 500,\beta_{xm} == 0,corr[XM] == 0,rho == 0.8
500,0,0.8,0,rapi,0.956,0.9535,1.7000000000000002,0.046499999999999986,0.04400000000000004,0.046499999999999986,-0.001813597672764394,0.010896514534492585,0.053403775595070556,-0.03397120598474014,-5.254171232966828e-4,0.01955024151664264,-1.6438963046769942e-4,0.004243067958463298,0.0465,0.044,0.0465,italic(N) == 500,\beta_{xm} == 0,corr[XM] == 0,rho == 0.8
500,0,0.8,0,tspa,0.952,0.952,1.2,0.04800000000000004,0.04800000000000004,0.04800000000000004,-0.0015893284457592254,0.0030404310466276563,0.05271641035793449,-0.030154816461337206,0.006252521753228502,0.029619562568327096,-2.6050000453478394e-5,-0.0022294395939240763,0.048,0.048,0.048,italic(N) == 500,\beta_{xm} == 0,corr[XM] == 0,rho == 0.8
500,0,0.8,0,upi,0.9525,0.9485,1.7500000000000002,0.05149999999999999,0.04749999999999999,0.05149999999999999,-0.0024798950414008994,-0.01747916130986682,0.05632537871503414,-0.04405973900351897,-0.019876360032592022,-0.006964275717094792,-0.0011497982326528077,-0.030147718778032684,0.0515,0.0475,0.0515,italic(N) == 500,\beta_{xm} == 0,corr[XM] == 0,rho == 0.8
500,0,0.9,0,mmr,0.947,0.9485,0.65,0.05149999999999999,0.05300000000000005,0.05149999999999999,-0.0012046454604350875,-0.00145745985062673,0.041013806039793856,-0.029377036814794918,0.01197117261939448,0.011300866064868353,-4.1949422498629654e-4,-0.001362824094623627,0.0515,0.053,0.0515,italic(N) == 500,\beta_{xm} == 0,corr[XM] == 0,rho == 0.9
500,0,0.9,0,rapi,0.953,0.951,1,0.049000000000000044,0.04700000000000004,0.049000000000000044,-0.0013421090869053767,-4.3418119537175226e-4,0.04653479645564639,-0.028845767324555783,0.01565667870874566,0.024487581993190677,-1.920340964115195e-4,-0.002651117354274257,0.049,0.047,0.049,italic(N) == 500,\beta_{xm} == 0,corr[XM] == 0,rho == 0.9
500,0,0.9,0,tspa,0.948,0.947,1.05,0.05300000000000005,0.052000000000000046,0.05300000000000005,-0.0012434609136821005,-0.004117045680761988,0.046127879400682886,-0.026959876587374882,0.01731854013857157,0.02129376629767088,-1.0787842096126323e-4,-0.0060959366371251544,0.053,0.052,0.053,italic(N) == 500,\beta_{xm} == 0,corr[XM] == 0,rho == 0.9
500,0,0.9,0,upi,0.9525,0.951,1.0999999999999999,0.049000000000000044,0.04749999999999999,0.049000000000000044,-0.0015447567198829727,-0.00775106789598623,0.04679814092756755,-0.03301867349959382,-0.0061310058934388335,0.047199800842970596,-4.6485965885204755e-4,-0.010460177487654265,0.049,0.0475,0.049,italic(N) == 500,\beta_{xm} == 0,corr[XM] == 0,rho == 0.9
500,0.3,0.7,0,mmr,0.95,0.951,0.44999999999999996,0.049000000000000044,0.050000000000000044,0.049000000000000044,-0.001353463169515439,0.012497708197279689,0.04010245248942118,-0.033760929553001674,-0.015180009239238294,-0.013834675066239144,-0.0011153689255295068,0.012836411748595289,0.049,0.05,0.049,italic(N) == 500,\beta_{xm} == 0,corr[XM] == 0.3,rho == 0.7
500,0.3,0.7,0,rapi,0.963,0.9605,1.6500000000000001,0.03949999999999998,0.03700000000000003,0.03949999999999998,-0.0013834471664897552,0.00945665613178015,0.05846511568583855,-0.023663489345541095,-0.008833175962320968,-0.015069994454001812,-3.7737472209324694e-4,-0.005873806503221224,0.0395,0.037,0.0395,italic(N) == 500,\beta_{xm} == 0,corr[XM] == 0.3,rho == 0.7
500,0.3,0.7,0,tspa,0.956,0.9545,1.4000000000000001,0.045499999999999985,0.04400000000000004,0.045499999999999985,-0.0011678157882703038,0.0011028738602811838,0.056962763822056894,-0.020500571882834936,0.009945811804521129,9.504019064152658e-4,5.077764402326857e-5,-0.011688802520466446,0.0455,0.044,0.0455,italic(N) == 500,\beta_{xm} == 0,corr[XM] == 0.3,rho == 0.7
500,0.3,0.7,0,upi,0.965,0.9585,1,0.04149999999999998,0.03500000000000003,0.04149999999999998,-0.00281441191585379,-0.045328468025352175,0.06538313850663766,-0.04307408038353513,-0.0312806298288756,-0.008763590271687272,-0.002338999590023055,-0.06105269918883083,0.0415,0.035,0.0415,italic(N) == 500,\beta_{xm} == 0,corr[XM] == 0.3,rho == 0.7
500,0.3,0.8,0,mmr,0.9485,0.9505,0.5499999999999999,0.04949999999999999,0.05149999999999999,0.04949999999999999,-6.932035119050715e-4,0.014159029606156448,0.03954716751988283,-0.017526835013697614,0.01852173978527438,0.011961169146694317,4.855030242451076e-5,0.014204549946612355,0.0495,0.0515,0.0495,italic(N) == 500,\beta_{xm} == 0,corr[XM] == 0.3,rho == 0.8
500,0.3,0.8,0,rapi,0.9585,0.956,0.95,0.04400000000000004,0.04149999999999998,0.04400000000000004,-8.260750432537912e-4,0.014597929323154846,0.04866778270858191,-0.016971956564088335,0.01770600301451264,0.01406467650154375,4.5646741023121776e-4,0.008846740315468837,0.044,0.0415,0.044,italic(N) == 500,\beta_{xm} == 0,corr[XM] == 0.3,rho == 0.8
500,0.3,0.8,0,tspa,0.9525,0.9515,0.8999999999999999,0.04849999999999999,0.04749999999999999,0.04849999999999999,-6.52263169466835e-4,0.007087942587812757,0.0481210608847732,-0.013552485836144636,0.0093526376704486415,0.02861702670880817,6.336464879641082e-4,0.0018499285207029814,0.0485,0.0475,0.0485,italic(N) == 500,\beta_{xm} == 0,corr[XM] == 0.3,rho == 0.8
500,0.3,0.8,0,upi,0.956,0.9525,1.5,0.04749999999999999,0.04400000000000004,0.04749999999999999,-0.0012968257265308536,-0.009101656323841745,0.050999584826338956,-0.02543002733722054,-0.0029842668717358104,-6.700860017583299e-4,-2.6851390566502855e-4,-0.019640922856478005,0.0475,0.044,0.0475,italic(N) == 500,\beta_{xm} == 0,corr[XM] == 0.3,rho == 0.8
500,0.3,0.9,0,mmr,0.948,0.949,0.6,0.051000000000000045,0.052000000000000046,0.051000000000000045,-4.2902607129072186e-4,0.006196939260757928,0.03937625189592969,-0.010893476197325091,0.03665037580680505,0.0035374780333399247,2.5609923255483506e-4,0.006275633733386021,0.051,0.052,0.051,italic(N) == 500,\beta_{xm} == 0,corr[XM] == 0.3,rho == 0.9
500,0.3,0.9,0,rapi,0.953,0.951,0.8500000000000001,0.049000000000000044,0.04700000000000004,0.049000000000000044,-4.6569316167301947e-4,0.010209742437981895,0.042383687971180896,-0.010985472297440964,0.029716549177535145,0.014591981095267048,4.474906004680368e-4,0.008642050588519634,0.049,0.047,0.049,italic(N) == 500,\beta_{xm} == 0,corr[XM] == 0.3,rho == 0.9
500,0.3,0.9,0,tspa,0.9545,0.9515,0.95,0.04849999999999999,0.045499999999999985,0.04849999999999999,-3.9212970537815466e-4,0.006779649085830286,0.04206111880561946,-0.009320928919058813,0.027682843277335667,0.018401585907789064,5.554648607613373e-4,0.005302480723344605,0.0485,0.0455,0.0485,italic(N) == 500,\beta_{xm} == 0,corr[XM] == 0.3,rho == 0.9
500,0.3,0.9,0,upi,0.9545,0.9535,1.25,0.046499999999999986,0.045499999999999985,0.046499999999999986,-0.00062609808903702695,0.004253502154155431,0.042585445248304744,-0.014700074215653638,0.02801298459137162,-0.005653356074200255,2.948872731122163e-4,0.0023266599159526002,0.0465,0.0455,0.0465,italic(N) == 500,\beta_{xm} == 0,corr[XM] == 0.3,rho == 0.9
500,0.6,0.7,0,mmr,0.9525,0.9545,0.6,0.045499999999999985,0.04749999999999999,0.045499999999999985,-1.466357584103784e-4,0.01184146607117631,0.038870538152813876,-0.0037714975145374803,-0.03491278197820583,-0.006692323295560354,-1.4212797290229765e-4,0.011941979517114953,0.0455,0.0475,0.0455,italic(N) == 500,\beta_{xm} == 0,corr[XM] == 0.6,rho == 0.7
500,0.6,0.7,0,rapi,0.9545,0.95,1.7000000000000002,0.050000000000000044,0.045499999999999985,0.050000000000000044,-1.5797577000720267e-4,9.592788519285911e-5,0.04847942746312682,-0.003257817138664259,-0.0074113052708807865,0.008519775718357048,2.0382918450680002e-4,-0.013951647007363399,0.05,0.0455,0.05,italic(N) == 500,\beta_{xm} == 0,corr[XM] == 0.6,rho == 0.7
500,0.6,0.7,0,tspa,0.9515,0.951,1.3,0.049000000000000044,0.04849999999999999,0.049000000000000044,7.684842633065746e-5,-0.007502940198062857,0.047608231608354,0.001613782098584332,0.003961241193315046,-0.0013815160535844973,4.1606688121914977e-4,-0.019273763102202413,0.049,0.0485,0.049,italic(N) == 500,\beta_{xm} == 0,corr[XM] == 0.6,rho == 0.7
500,0.6,0.7,0,upi,0.9615,0.957,1.8499999999999999,0.04300000000000004,0.03849999999999998,0.04300000000000004,-3.9272057629586725e-4,-0.0421250142611701,0.05362510456916988,-0.007321811606450621,-0.013051546814478038,-0.019946175485318074,-2.485992763122725e-4,-0.06606119788717424,0.043,0.0385,0.043,italic(N) == 500,\beta_{xm} == 0,corr[XM] == 0.6,rho == 0.7
500,0.6,0.8,0,mmr,0.955,0.9565,0.5499999999999999,0.04349999999999998,0.04500000000000004,0.04349999999999998,7.185031926219979e-5,0.013101716305136124,0.03827073454447633,0.0018769559007963557,-0.0074607353884090545,0.0018884695417882291,4.777995943520557e-5,0.013234216332876247,0.0435,0.045,0.0435,italic(N) == 500,\beta_{xm} == 0,corr[XM] == 0.6,rho == 0.8
500,0.6,0.8,0,rapi,0.9605,0.957,1.0999999999999999,0.04300000000000004,0.03949999999999998,0.04300000000000004,6.64489614515712e-5,0.011810415043824518,0.040753853374221057,0.0016300896710306427,-0.014166679891299303,0.009242880569438228,3.0302221362375184e-4,0.00704173422385268,0.043,0.0395,0.043,italic(N) == 500,\beta_{xm} == 0,corr[XM] == 0.6,rho == 0.8
500,0.6,0.8,0,tspa,0.953,0.9505,0.8500000000000001,0.04949999999999999,0.04700000000000004,0.04949999999999999,1.872928573182769e-4,0.008535167025518486,0.04031016805766557,0.004645181561927706,0.009057192035565344,0.0020641108205929903,4.57673683321396e-4,0.004143617233124619,0.0495,0.047,0.0495,italic(N) == 500,\beta_{xm} == 0,corr[XM] == 0.6,rho == 0.8
500,0.6,0.8,0,upi,0.9565,0.951,1.35,0.049000000000000044,0.04349999999999998,0.049000000000000044,-9.048712175640187e-5,-0.005012469163204969,0.04230654018891412,-0.0021383148720340484,0.004502663033217998,-0.012489600819809321,4.1096485605654566e-5,-0.014869261903472597,0.049,0.0435,0.049,italic(N) == 500,\beta_{xm} == 0,corr[XM] == 0.6,rho == 0.8
500,0.6,0.9,0,mmr,0.9575,0.9595,0.7000000000000001,0.04049999999999998,0.04249999999999998,0.04049999999999998,2.903582125535041e-4,0.011910274960579947,0.037800692882967016,0.007679599391391421,-0.0034690200361609095,-0.0027554081151782706,1.8924585197125626e-4,0.012076816013125269,0.0405,0.0425,0.0405,italic(N) == 500,\beta_{xm} == 0,corr[XM] == 0.6,rho == 0.9
500,0.6,0.9,0,rapi,0.9625,0.9595,1.05,0.04049999999999998,0.03749999999999998,0.04049999999999998,2.4015969181809398e-4,0.015979432623039358,0.03578525744412483,0.006709608053250857,-0.007008309358067862,-0.011733543268534152,2.904484391358087e-4,0.014792899169020712,0.0405,0.0375,0.0405,italic(N) == 500,\beta_{xm} == 0,corr[XM] == 0.6,rho == 0.9
500,0.6,0.9,0,tspa,0.9605,0.9585,1.05,0.04149999999999998,0.03949999999999998,0.04149999999999998,2.900627668703426e-4,0.014767920993576045,0.03555019809031667,0.008157476215945854,0.0015636867463528683,0.008303109787458407,3.487241969058357e-4,0.013685147059049108,0.0415,0.0395,0.0415,italic(N) == 500,\beta_{xm} == 0,corr[XM] == 0.6,rho == 0.9
500,0.6,0.9,0,upi,0.9615,0.9605,1.25,0.03949999999999998,0.03849999999999998,0.03949999999999998,1.7235046851599056e-4,0.011880734966570383,0.035937140313634174,0.004794743143798195,0.007635353882008027,0.012559596366964243,2.2178830176102125e-4,0.009669807296695199,0.0395,0.0385,0.0395,italic(N) == 500,\beta_{xm} == 0,corr[XM] == 0.6,rho == 0.9
